ID,cov.18S
003860a34c9b244a5d8435b220ca5673,130.71000535
04dad306f9be80db39f4be578091aa11,261.747993579
08886fe521e2ff176295468dc519d9f3,157.719101124
09f52a751a3bd08f2fd4dcc61a046ed0,286.082397004
0e66d92c70e71ca68bc7df03f140ac23,286.41894061
0fb4ae5b4fe04b81ebf63b3eac09c4c3,129.693418941
1194ab7c994b6a6e775de7260c86068c,157.485821295
1afc6bc8152648c1a4ea85bc89ab926a,437.826645265
25afb594517b6fc2c6bc85a0c66b667c,322.44141252
278ba239dee396794cbfdd659cef87f6,291.407169609
2da9f52ad34b5f74308fb4492c9dd134,406.237560193
36c23dfb45da8cda46af63a39d69766c,94.1241305511
3886522fcb4f50f10124f140ae535107,548.533440342
39300c8aac13e03d467f7a274c0a7b6c,106.727661851
3f366b6605e4121de55f85f4002791c0,434.306046014
3f75e014e177132805d2777c7c9ddccd,256.656500803
443ddc6820a4dad1e07abf188b2112af,271.838951311
4d5907b73a2622840152c66ae4b47b09,244.025682183
53a151cc962a0e0f0cfe62c1e6b29810,725.237560193
592d1b0ed845160b9526409972fc2963,478.25093633
6277c358b68c67bb3fcfd7a7515aa59b,279.500267523
660390b51c0c7556d19d14d86f490de4,187.213483146
89d63b331e9cc8c8677ecf2d62b794da,281.67576244
8b875f224d4fb52377dda158b92379cc,415.801498127
8b9f9dccf83b6b131668989350c210d2,176.477260567
8e0af4f2274023a7637905cc63e32fba,342.579989299
95f6c93a54de9ba213b74318ef230a9c,62.4221508828
bc515e19f91861bda91eea2c2d89a8d0,75.1701444623
C347.TCGA-17-Z004-01A-01W-0746-08.1,90.5724986624
C347.TCGA-18-3407-01A-01D-0983-08.16,1056.46655966
C347.TCGA-18-3408-01A-01D-0983-08.16,1061.29106474
C347.TCGA-18-3409-01A-01D-0983-08.17,530.407704655
C347.TCGA-18-3412-01A-01D-0983-08.17,416.995184591
C347.TCGA-44-3398-01A-01D-1105-08.5,22.4446227929
C347.TCGA-46-3769-01A-01D-0983-08.17,281.299090423
C347.TCGA-55-1595-01A-01D-0969-08.1,161.356340289
C508.TCGA-21-1082-01A-01D-1521-08.3,30.7806313537
C508.TCGA-21-5782-01A-01D-1632-08.1,6.70947030498
C508.TCGA-22-5480-01A-01D-1632-08.1,5.44890315677
C508.TCGA-34-5236-01A-21D-1817-08.2,8.08721241306
C508.TCGA-39-5019-01A-01D-1817-08.2,7.76404494382
C508.TCGA-43-6771-01A-11D-1817-08.2,17.5746388443
C508.TCGA-56-8304-01A-11D-2323-08.5,4.14660246121
C508.TCGA-56-8623-01A-11D-2395-08.1,9.86784376672
C508.TCGA-56-8626-01A-11D-2395-08.2,5.28303905832
C508.TCGA-60-2713-01A-01D-1522-08.5,18.3793472445
C508.TCGA-63-A5MB-01A-11D-A26M-08.3,64.0920278224
C508.TCGA-66-2780-01A-01D-1522-08.5,12.1567683253
C508.TCGA-77-8145-01A-11D-2244-08.1,205.009630819
C508.TCGA-77-8153-01A-11D-2395-08.1,6.05885500268
C508.TCGA-85-8070-01A-11D-2244-08.1,7.7998929909
C508.TCGA-85-8582-01A-21D-2395-08.1,18.404494382
C508.TCGA-85-A4CN-01A-11D-A24D-08.1,6.54307116105
C508.TCGA-94-A4VJ-01A-11D-A257-08.1,12.1482075976
C508.TCGA-98-8023-01A-11D-2244-08.1,17.8806848582
