ID,cov.58S
003860a34c9b244a5d8435b220ca5673,2834.89937107
04dad306f9be80db39f4be578091aa11,946.503144654
08886fe521e2ff176295468dc519d9f3,3307.68553459
09f52a751a3bd08f2fd4dcc61a046ed0,984.308176101
0e66d92c70e71ca68bc7df03f140ac23,856.628930818
0fb4ae5b4fe04b81ebf63b3eac09c4c3,2373.22012579
1194ab7c994b6a6e775de7260c86068c,1579.32704403
1afc6bc8152648c1a4ea85bc89ab926a,1519.36477987
25afb594517b6fc2c6bc85a0c66b667c,816.798742138
278ba239dee396794cbfdd659cef87f6,3195.32704403
2da9f52ad34b5f74308fb4492c9dd134,3373.48427673
36c23dfb45da8cda46af63a39d69766c,2486.66666667
3886522fcb4f50f10124f140ae535107,1209.48427673
39300c8aac13e03d467f7a274c0a7b6c,2618.01886792
3f366b6605e4121de55f85f4002791c0,3321.85534591
3f75e014e177132805d2777c7c9ddccd,2614.67295597
443ddc6820a4dad1e07abf188b2112af,874.698113208
4d5907b73a2622840152c66ae4b47b09,867.037735849
53a151cc962a0e0f0cfe62c1e6b29810,2120.62893082
592d1b0ed845160b9526409972fc2963,1192.4591195
6277c358b68c67bb3fcfd7a7515aa59b,886.496855346
660390b51c0c7556d19d14d86f490de4,1597.65408805
89d63b331e9cc8c8677ecf2d62b794da,866.408805031
8b875f224d4fb52377dda158b92379cc,800.377358491
8b9f9dccf83b6b131668989350c210d2,2472.83018868
8e0af4f2274023a7637905cc63e32fba,1142.24528302
95f6c93a54de9ba213b74318ef230a9c,1808.71069182
bc515e19f91861bda91eea2c2d89a8d0,1318.25786164
C347.TCGA-17-Z004-01A-01W-0746-08.1,131.144654088
C347.TCGA-18-3407-01A-01D-0983-08.16,1121.7672956
C347.TCGA-18-3408-01A-01D-0983-08.16,1141.08805031
C347.TCGA-18-3409-01A-01D-0983-08.17,571.314465409
C347.TCGA-18-3412-01A-01D-0983-08.17,500.314465409
C347.TCGA-44-3398-01A-01D-1105-08.5,582.0
C347.TCGA-46-3769-01A-01D-0983-08.17,312.710691824
C347.TCGA-55-1595-01A-01D-0969-08.1,525.308176101
C508.TCGA-21-1082-01A-01D-1521-08.3,680.327044025
C508.TCGA-21-5782-01A-01D-1632-08.1,422.597484277
C508.TCGA-22-5480-01A-01D-1632-08.1,421.704402516
C508.TCGA-34-5236-01A-21D-1817-08.2,420.616352201
C508.TCGA-39-5019-01A-01D-1817-08.2,294.603773585
C508.TCGA-43-6771-01A-11D-1817-08.2,538.113207547
C508.TCGA-56-8304-01A-11D-2323-08.5,1364.93710692
C508.TCGA-56-8623-01A-11D-2395-08.1,1585.11320755
C508.TCGA-56-8626-01A-11D-2395-08.2,1593.88679245
C508.TCGA-60-2713-01A-01D-1522-08.5,781.371069182
C508.TCGA-63-A5MB-01A-11D-A26M-08.3,629.389937107
C508.TCGA-66-2780-01A-01D-1522-08.5,542.440251572
C508.TCGA-77-8145-01A-11D-2244-08.1,938.767295597
C508.TCGA-77-8153-01A-11D-2395-08.1,1150.80503145
C508.TCGA-85-8070-01A-11D-2244-08.1,397.477987421
C508.TCGA-85-8582-01A-21D-2395-08.1,1744.81761006
C508.TCGA-85-A4CN-01A-11D-A24D-08.1,664.672955975
C508.TCGA-94-A4VJ-01A-11D-A257-08.1,914.779874214
C508.TCGA-98-8023-01A-11D-2244-08.1,1385.39622642
C508.TCGA-LA-A7SW-01A-11D-A401-08.1,310.232704403
C508.TCGA-LUSC-2703-TP-11D-2042-08.5,808.358490566
C508.TCGA-LUSC-4609-TP-21D-2122-08.3,1022.17610063
C508.TCGA-LUSC-6867-TP-11D-2042-08.10,291.459119497
C508.TCGA-LUSC-7696-TP-11D-2122-08.4,556.006289308
C508.TCGA-LUSC-7710-TP-11D-2122-08.3,947.716981132
C508.TCGA-LUSC-7809-TP-21D-2122-08.3,1255.21383648
C508.TCGA-LUSC-7964-TP-21D-2184-08.2,548.125786164
C508.TCGA-NC-A5HE-01A-11D-A26M-08.3,679.660377358
C508.TCGA-NK-A5D1-01A-11D-A26M-08.5,323.025157233
C509.TCGA-05-5423-01A-01D-1625-08.1,337.132075472
C509.TCGA-44-5643-01A-01D-1625-08.1,706.509433962
C509.TCGA-44-6778-01A-11D-1855-08.2,384.578616352
C509.TCGA-44-7667-01A-31D-2063-08.1,1025.72955975
C509.TCGA-44-7669-01A-21D-2063-08.3,843.672955975
C509.TCGA-44-A4SS-01A-11D-A24P-08.3,694.823899371
C509.TCGA-49-4487-01A-21D-1855-08.2,349.987421384
C509.TCGA-53-7624-01A-11D-2063-08.1,685.553459119
C509.TCGA-55-6968-01A-11D-1945-08.3,263.761006289
C509.TCGA-55-6978-01A-11D-1945-08.3,384.987421384
C509.TCGA-55-7994-01A-11D-2184-08.1,361.452830189
C509.TCGA-55-8085-01A-11D-2238-08.1,1242.02515723
C509.TCGA-55-8090-01A-11D-2238-08.1,1446.63522013
C509.TCGA-55-8299-01A-11D-2284-08.5,1494.89937107
C509.TCGA-62-8395-01A-11D-2323-08.6,1160.19496855
C509.TCGA-69-7973-01A-11D-2184-08.1,738.094339623
C509.TCGA-78-7155-01A-11D-2036-08.1,257.849056604
C509.TCGA-80-5608-01A-31D-1945-08.5,964.163522013
C509.TCGA-86-7711-01A-11D-2063-08.1,936.893081761
C509.TCGA-86-8672-01A-21D-2393-08.2,1320.16352201
C509.TCGA-86-A456-01A-11D-A24D-08.2,623.918238994
C509.TCGA-91-A4BD-01A-11D-A24D-08.1,1475.93710692
C509.TCGA-95-7039-01A-11D-1945-08.3,60.572327044
C509.TCGA-95-7947-01A-11D-2184-08.1,471.125786164
C509.TCGA-95-A4VP-01A-21D-A25L-08.4,966.767295597
C509.TCGA-97-A4M6-01A-11D-A24P-08.3,798.182389937
C509.TCGA-MP-A4TJ-01A-51D-A25L-08.2,757.213836478
C529.TCGA-CH-5750-01A-11D-1576-08.4,866.283018868
C529.TCGA-CH-5792-01A-11D-1576-08.8,1002.77987421
C529.TCGA-EJ-5508-01A-02D-1576-08.4,948.144654088
C529.TCGA-EJ-5517-01A-01D-1576-08.4,850.194968553
C529.TCGA-EJ-5518-01A-01D-1576-08.8,655.163522013
C529.TCGA-EJ-5530-01A-01D-1576-08.9,486.918238994
C529.TCGA-EJ-7312-01B-21D-A32B-08.4,3153.96226415
C529.TCGA-EJ-7315-01A-31D-2114-08.1,746.320754717
C529.TCGA-EJ-7331-01A-11D-2114-08.1,837.358490566
